group_kind,group_id,row_label,gene,scores,log2fc,pvals,fdr,pct_in,pct_bg,delta_pct
small_cluster,21,cluster_21,Hspb11,5.908421,2.7910154,3.4540269024083684e-09,6.883292251081367e-08,0.6363636363636364,0.1944569288389513,0.4419067075246851
small_cluster,21,cluster_21,Nudt4,5.855603,2.3340697,4.752815970875022e-09,9.403007809206422e-08,0.8636363636363636,0.36269662921348317,0.5009397344228805
small_cluster,21,cluster_21,Sugt1,5.809529,2.4379942,6.264889900610875e-09,1.2349814814894105e-07,0.7727272727272727,0.28314606741573034,0.48958120531154237
small_cluster,21,cluster_21,9530034E10Rik,5.7803,3.3853366,7.45675357279899e-09,1.4664054598018733e-07,0.22727272727272727,0.02651685393258427,0.200755873340143
small_cluster,21,cluster_21,Calm3,5.7644844,2.528352,8.190776058795331e-09,1.6088253669497273e-07,0.7727272727272727,0.32719101123595506,0.44553626149131764
small_cluster,21,cluster_21,Ccdc108,5.7535424,2.9477246,8.739261110820702e-09,1.7104131441356842e-07,0.2727272727272727,0.03700374531835206,0.23572352740892066
small_cluster,21,cluster_21,Cfap97,5.7435894,3.3948011,9.269026149195756e-09,1.8097773556304716e-07,0.22727272727272727,0.027116104868913856,0.2001566224038134
small_cluster,21,cluster_21,Ccdc176,5.7409782,3.109266,9.413115365615935e-09,1.8357253877701185e-07,0.2727272727272727,0.03745318352059925,0.23527408920667345
small_cluster,21,cluster_21,Gipc2,5.7328806,2.354647,9.873906987850694e-09,1.9210195552519482e-07,0.8181818181818182,0.3943071161048689,0.42387470207694933
small_cluster,21,cluster_21,Wdr92,5.7299476,2.8291512,1.004615555315736e-08,1.952215606958932e-07,0.36363636363636365,0.06337078651685393,0.30026557711950974
small_cluster,21,cluster_21,Hspa2,5.718443,2.46972,1.0750475435312699e-08,2.086610030941581e-07,0.6818181818181818,0.20823970037453182,0.47357848144364995
small_cluster,21,cluster_21,Med29,5.666805,2.5220668,1.4548495050151581e-08,2.8071749096180717e-07,0.45454545454545453,0.09602996254681648,0.3585154919986381
small_cluster,21,cluster_21,Cnp,5.6576123,2.2716842,1.534934714361757e-08,2.9375104142645484e-07,0.7272727272727273,0.230561797752809,0.4967109295199183
small_cluster,21,cluster_21,Prepl,5.6544747,2.9186258,1.5632374071110878e-08,2.977776621838438e-07,0.2727272727272727,0.03805243445692884,0.23467483827034386
