Dataset,Method,cluster_id,cluster_size,dominant_label,dominant_count,dominant_frac,top3,label_entropy,tp,fp,fn,tn,f1,precision,is_dominant_rare,n_rare_types_hit,hit_types
Airway.h5,RAG,173,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,174,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,175,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,176,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,177,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,178,1,Ciliated,1,1.0,Ciliated:1,-1.000088900581841e-12,1,0,352,6344,0.005649717514124295,1.0,False,0,
Airway.h5,RAG,179,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,18,65,Goblet,56,0.8615384615384616,Goblet:56;Club:6;Tuft:3,0.4902936027766215,56,9,7,6625,0.8750000000000001,0.8615384615384616,True,1,Goblet
Airway.h5,RAG,180,1,Ciliated,1,1.0,Ciliated:1,-1.000088900581841e-12,1,0,352,6344,0.005649717514124295,1.0,False,0,
Airway.h5,RAG,181,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,182,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,183,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,184,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,185,1,Tuft,1,1.0,Tuft:1,-1.000088900581841e-12,1,0,136,6560,0.014492753623188404,1.0,True,0,
Airway.h5,RAG,186,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,187,1,Ciliated,1,1.0,Ciliated:1,-1.000088900581841e-12,1,0,352,6344,0.005649717514124295,1.0,False,0,
Airway.h5,RAG,188,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,189,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,19,47,Neuroendocrine,47,1.0,Neuroendocrine:47,-1.000088900581841e-12,47,0,37,6613,0.7175572519083969,1.0,True,1,Neuroendocrine
Airway.h5,RAG,190,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,191,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,192,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,193,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,194,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,195,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,196,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,197,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,198,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,199,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,2,583,Basal,544,0.9331046312178388,Basal:544;Club:35;Tuft:2,0.2747877578671353,544,39,3028,3086,0.2618531889290012,0.9331046312178388,False,0,
Airway.h5,RAG,20,33,Ciliated,33,1.0,Ciliated:33,-1.000088900581841e-12,33,0,320,6344,0.17098445595854922,1.0,False,0,
Airway.h5,RAG,200,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,201,1,Ciliated,1,1.0,Ciliated:1,-1.000088900581841e-12,1,0,352,6344,0.005649717514124295,1.0,False,0,
Airway.h5,RAG,202,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,203,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,204,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,205,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,206,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,207,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,208,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,209,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,21,22,Ciliated,22,1.0,Ciliated:22,-1.000088900581841e-12,22,0,331,6344,0.11733333333333333,1.0,False,0,
Airway.h5,RAG,210,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,211,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,212,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,213,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,214,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,215,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,216,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,217,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,218,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,219,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,22,20,Ciliated,20,1.0,Ciliated:20,-1.000088900581841e-12,20,0,333,6344,0.10723860589812331,1.0,False,0,
Airway.h5,RAG,220,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,221,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,222,1,Ciliated,1,1.0,Ciliated:1,-1.000088900581841e-12,1,0,352,6344,0.005649717514124295,1.0,False,0,
Airway.h5,RAG,223,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,224,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,225,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,226,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,227,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,228,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,229,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,23,18,Club,11,0.6111111111111112,Club:11;Basal:5;Goblet:1,0.9779252266170215,11,7,2461,4218,0.008835341365461847,0.6111111111111112,False,0,
Airway.h5,RAG,230,1,Neuroendocrine,1,1.0,Neuroendocrine:1,-1.000088900581841e-12,1,0,83,6613,0.023529411764705882,1.0,True,0,
Airway.h5,RAG,231,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,232,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,233,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,234,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,235,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,236,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,237,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,238,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,239,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,24,10,Club,6,0.6,Club:6;Ciliated:4,0.6730116670072565,6,4,2466,4221,0.0048348106365834,0.6,False,0,
Airway.h5,RAG,240,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,241,1,Ciliated,1,1.0,Ciliated:1,-1.000088900581841e-12,1,0,352,6344,0.005649717514124295,1.0,False,0,
Airway.h5,RAG,242,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,243,1,Neuroendocrine,1,1.0,Neuroendocrine:1,-1.000088900581841e-12,1,0,83,6613,0.023529411764705882,1.0,True,0,
Airway.h5,RAG,244,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,245,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,246,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,247,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,248,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,249,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,25,10,Ionocyte,7,0.7,Ionocyte:7;Basal:2;Neuroendocrine:1,0.8018185525403374,7,3,9,6678,0.5384615384615384,0.7,True,1,Ionocyte
Airway.h5,RAG,250,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,251,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,252,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,253,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,254,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,255,1,Ciliated,1,1.0,Ciliated:1,-1.000088900581841e-12,1,0,352,6344,0.005649717514124295,1.0,False,0,
Airway.h5,RAG,256,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,257,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,258,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,259,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,26,8,Club,8,1.0,Club:8,-1.000088900581841e-12,8,0,2464,4225,0.0064516129032258064,1.0,False,0,
Airway.h5,RAG,260,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,261,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,262,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,263,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,264,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,265,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,266,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,267,1,Tuft,1,1.0,Tuft:1,-1.000088900581841e-12,1,0,136,6560,0.014492753623188404,1.0,True,0,
Airway.h5,RAG,268,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,269,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,27,7,Neuroendocrine,7,1.0,Neuroendocrine:7,-1.000088900581841e-12,7,0,77,6613,0.15384615384615385,1.0,True,0,
Airway.h5,RAG,270,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,271,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,272,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,273,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,274,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,275,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,276,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,277,1,Club,1,1.0,Club:1,-1.000088900581841e-12,1,0,2471,4225,0.0008087343307723413,1.0,False,0,
Airway.h5,RAG,278,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,279,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,28,7,Ciliated,7,1.0,Ciliated:7,-1.000088900581841e-12,7,0,346,6344,0.03888888888888889,1.0,False,0,
Airway.h5,RAG,280,1,Ciliated,1,1.0,Ciliated:1,-1.000088900581841e-12,1,0,352,6344,0.005649717514124295,1.0,False,0,
Airway.h5,RAG,281,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,282,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,283,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,284,1,Ciliated,1,1.0,Ciliated:1,-1.000088900581841e-12,1,0,352,6344,0.005649717514124295,1.0,False,0,
Airway.h5,RAG,285,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,286,1,Neuroendocrine,1,1.0,Neuroendocrine:1,-1.000088900581841e-12,1,0,83,6613,0.023529411764705882,1.0,True,0,
Airway.h5,RAG,287,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,288,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,289,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,29,4,Club,2,0.5,Club:2;Basal:2,0.6931471805579453,2,2,2470,4223,0.0016155088852988692,0.5,False,0,
Airway.h5,RAG,290,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
Airway.h5,RAG,291,1,Basal,1,1.0,Basal:1,-1.000088900581841e-12,1,0,3571,3125,0.000559753708368318,1.0,False,0,
